Date,Visiting,Home,Initial Call,Challenging Team,Result,Placeholder,Outcome,Period,Time,Link
11/8/23,MIA,MEM,Defensive Foul,MIA,Challenge,,Won,2,00:57.6,https://videos.nba.com/nba/official-replay/media/trigger16_miamem_1_110823_approved_1280x720.mp4
11/8/23,LAC,BKN,Offensive Foul,BKN,Challenge,,Lost,4,6:15,https://videos.nba.com/nba/official-replay/media/trigger16_lacbkn_2_110823_approved_1280x720.mp4
11/8/23,PHX,CHI,Home Team Possession,PHX,Challenge,,Won,3,7:20,https://videos.nba.com/nba/official-replay/media/trigger17_phxchi_2_110823_approved_1280x720.mp4
11/8/23,PHX,CHI,Defensive Foul,CHI,Challenge,,Lost,4,3:13,https://videos.nba.com/nba/official-replay/media/trigger16_phxchi_1_110823_approved_1280x720.mp4
11/8/23,TOR,DAL,Defensive Foul,TOR,Challenge,,Won,4,4:01,https://videos.nba.com/nba/official-replay/media/trigger16_tordal_1_110823_approved_1280x720.mp4
11/8/23,TOR,DAL,Home Team Possession,TOR,Challenge,,Won,4,3:47,https://videos.nba.com/nba/official-replay/media/trigger17_tordal_1_110823_approved_1280x720.mp4
11/8/23,POR,SAC,Defensive Foul,SAC,Challenge,,Lost,4,5:01,https://videos.nba.com/nba/official-replay/media/trigger16_porsac_1_110823_approved_1280x720.mp4
11/10/23,PHI,DET,Defensive Foul,DET,Challenge,,Lost,2,4:56,https://videos.nba.com/nba/official-replay/media/trigger16_phidet_1_111023_approved_1280x720.mp4
11/10/23,MIN,SAS,Goaltending,SAS,Challenge,,Won,1,2:32,https://videos.nba.com/nba/official-replay/media/trigger18_minsas_1_111023_approved_1280x720.mp4
11/10/23,PHI,DET,Offensive Foul,PHI,Challenge,,Lost,3,7:27,https://videos.nba.com/nba/official-replay/media/trigger16_phidet_2_111023_approved_1280x720.mp4
11/10/23,UTA,MEM,Defensive Foul,UTA,Challenge,,Won,2,3:11,https://videos.nba.com/nba/official-replay/media/trigger16_utamem_1_111023_approved_1280x720.mp4
11/10/23,BKN,BOS,Away Team Possession,BOS,Challenge,,Lost,3,2:47,https://videos.nba.com/nba/official-replay/media/trigger17_bknbos_1_111023_approved_1280x720.mp4
11/10/23,UTA,MEM,Defensive Foul,MEM,Challenge,,Lost,3,8:39,https://videos.nba.com/nba/official-replay/media/trigger16_utamem_2_111023_approved_1280x720.mp4
11/10/23,MIN,SAS,Defensive Foul,SAS,Challenge,,Lost,3,7:08,https://videos.nba.com/nba/official-replay/media/trigger16_minsas_1_111023_approved_1280x720.mp4
11/10/23,NOP,HOU,Defensive Foul,NOP,Challenge,,Lost,4,8:04,https://videos.nba.com/nba/official-replay/media/trigger16_nophou_1_111023_approved_1280x720.mp4
11/10/23,UTA,MEM,Offensive Foul,UTA,Challenge,,Lost,4,7:31,https://videos.nba.com/nba/official-replay/media/trigger16_utamem_3_111023_approved_1280x720.mp4
11/10/23,NOP,HOU,Defensive Foul,HOU,Challenge,,Lost,4,4:16,https://videos.nba.com/nba/official-replay/media/trigger16_nophou_2_111023_approved_1280x720.mp4
11/10/23,MIN,SAS,Home Team Possession,MIN,Challenge,,Won,4,1:26,https://videos.nba.com/nba/official-replay/media/trigger17_minsas_1_111023_approved_1280x720.mp4
11/10/23,LAC,DAL,Offensive Foul,LAC,Challenge,,Won,4,10:06,https://videos.nba.com/nba/official-replay/media/trigger16_lacdal_1_111023_approved_1280x720.mp4
11/10/23,LAL,PHX,Defensive Foul,LAL,Challenge,,Lost,2,5:02,https://videos.nba.com/nba/official-replay/media/trigger16_lalphx_1_111023_approved_1280x720.mp4
11/10/23,OKC,SAC,Defensive Foul,SAC,Challenge,,Lost,3,3:20,https://videos.nba.com/nba/official-replay/media/trigger16_okcsac_1_111023_approved_1280x720.mp4
11/10/23,OKC,SAC,Loose Ball Foul,OKC,Challenge,,Won,3,1:11,https://videos.nba.com/nba/official-replay/media/trigger16_okcsac_2_111023_approved_1280x720.mp4
11/10/23,LAL,PHX,Defensive Foul,PHX,Challenge,,Won,4,00:15.6,https://videos.nba.com/nba/official-replay/media/trigger16_lalphx_2_111023_approved_1280x720.mp4
11/11/23,MIL,ORL,Defensive Foul,MIL,Challenge,,Lost,2,8:30,https://videos.nba.com/nba/official-replay/media/trigger16_milorl_1_111123_approved_1280x720.mp4
11/11/23,MIA,ATL,Offensive Foul,ATL,Challenge,,Lost,1,1:48,https://videos.nba.com/nba/official-replay/media/trigger16_miaatl_1_111123_approved_1280x720.mp4
11/11/23,TOR,BOS,Away Team Possession,BOS,Challenge,,Won,4,3:39,https://videos.nba.com/nba/official-replay/media/trigger17_torbos_1_111123_approved_1280x720.mp4
11/11/23,CLE,GSW,Offensive Foul,GSW,Challenge,,Won,4,8:19,https://videos.nba.com/nba/official-replay/media/trigger16_clegsw_1_111123_approved_1280x720.mp4
11/11/23,CLE,GSW,Defensive Foul,GSW,Challenge,,Lost,4,1:28,https://videos.nba.com/nba/official-replay/media/trigger16_clegsw_2_111123_approved_1280x720.mp4
11/12/23,MEM,LAC,Offensive Foul,MEM,Challenge,,Won,2,00:37.8,https://videos.nba.com/nba/official-replay/media/trigger16_memlac_1_111223_approved_1280x720.mp4
11/12/23,MEM,LAC,Defensive Foul,LAC,Challenge,,Won,3,1:20,https://videos.nba.com/nba/official-replay/media/trigger16_memlac_2_111223_approved_1280x720.mp4
11/12/23,MEM,LAC,Away Team Possession,LAC,Challenge,,Won,4,00:36.7,https://videos.nba.com/nba/official-replay/media/trigger17_memlac_1_111223_approved_1280x720.mp4
11/12/23,DAL,NOP,Defensive Foul,DAL,Challenge,,Won,3,2:01,https://videos.nba.com/nba/official-replay/media/trigger16_dalnop_1_111223_approved_1280x720.mp4
11/12/23,OKC,PHX,Loose Ball Foul,PHX,Challenge,,Lost,4,3:59,https://videos.nba.com/nba/official-replay/media/trigger16_okcphx_1_111223_approved_1280x720.mp4
11/12/23,POR,LAL,Defensive Foul,POR,Challenge,,Lost,4,3:43,https://videos.nba.com/nba/official-replay/media/trigger16_porlal_1_111223_approved_1280x720.mp4
11/13/23,NYK,BOS,Away Team Possession,BOS,Challenge,,Won,3,7:39,https://videos.nba.com/nba/official-replay/media/trigger17_nykbos_1_111323_approved_1280x720.mp4
11/13/23,CLE,SAC,Offensive Foul,SAC,Challenge,,Won,3,4:08,https://videos.nba.com/nba/official-replay/media/trigger16_clesac_1_111323_approved_1280x720.mp4
11/13/23,CLE,SAC,Offensive Foul,CLE,Challenge,,Won,4,6:13,https://videos.nba.com/nba/official-replay/media/trigger16_clesac_2_111323_approved_1280x720.mp4
11/14/23,SAS,OKC,Home Team Possession,SAS,Challenge,,Won,2,11:01,https://videos.nba.com/nba/official-replay/media/trigger17_sasokc_1_111423_approved_1280x720.mp4
11/14/23,DAL,NOP,Home Team Possession,DAL,Challenge,,Won,1,8:03,https://videos.nba.com/nba/official-replay/media/trigger17_dalnop_1_111423_approved_1280x720.mp4
11/14/23,MIA,CHA,Defensive Foul,MIA,Challenge,,Lost,3,3:59,https://videos.nba.com/nba/official-replay/media/trigger16_miacha_1_111423_approved_1280x720.mp4
11/14/23,SAS,OKC,Away Team Possession,OKC,Challenge,,Won,3,7:13,https://videos.nba.com/nba/official-replay/media/trigger17_sasokc_2_111423_approved_1280x720.mp4
11/14/23,POR,UTA,Away Team Possession,UTA,Challenge,,Won,3,5:42,https://videos.nba.com/nba/official-replay/media/trigger17_poruta_1_111423_approved_1280x720.mp4
11/14/23,MIN,GSW,Offensive Foul,MIN,Challenge,,Won,4,6:03,https://videos.nba.com/nba/official-replay/media/trigger16_mingsw_1_111423_approved_1280x720.mp4
11/14/23,LAC,DEN,Defensive Foul,DEN,Challenge,,Lost,4,00:23.6,https://videos.nba.com/nba/official-replay/media/trigger16_lacden_1_111423_approved_1280x720.mp4
11/15/23,DAL,WAS,Defensive Foul,WAS,Challenge,,Lost,4,9:28,https://videos.nba.com/nba/official-replay/media/trigger16_dalwas_1_111523_approved_1280x720.mp4
11/15/23,NYK,ATL,Defensive Foul,NYK,Challenge,,Lost,4,1:13,https://videos.nba.com/nba/official-replay/media/trigger16_nykatl_1_111523_approved_1280x720.mp4
11/15/23,BOS,PHI,Defensive Foul,BOS,Challenge,,Won,4,1:08,https://videos.nba.com/nba/official-replay/media/trigger16_bosphi_1_111523_approved_1280x720.mp4
11/15/23,ORL,CHI,Defensive Foul,ORL,Challenge,,Lost,4,00:56.8,https://videos.nba.com/nba/official-replay/media/trigger16_orlchi_1_111523_approved_1280x720.mp4
11/15/23,CLE,POR,Defensive Foul,CLE,Challenge,,Won,3,4:04,https://videos.nba.com/nba/official-replay/media/trigger16_clepor_1_111523_approved_1280x720.mp4
11/15/23,SAC,LAL,Goaltending,LAL,Challenge,,Lost,3,1:54,https://videos.nba.com/nba/official-replay/media/trigger18_saclal_1_111523_approved_1280x720.mp4
11/17/23,BOS,TOR,Defensive Foul,TOR,Challenge,,Lost,1,3:54,https://videos.nba.com/nba/official-replay/media/trigger16_bostor_1_111723_approved_1280x720.mp4
11/17/23,PHI,ATL,Goaltending,ATL,Challenge,,Lost,1,1:16,https://videos.nba.com/nba/official-replay/media/trigger13_phiatl_1_111723_approved_1280x720.mp4
11/17/23,BOS,TOR,Home Team Possession,BOS,Challenge,,Won,2,6:19,https://videos.nba.com/nba/official-replay/media/trigger17_bostor_1_111723_approved_1280x720.mp4
11/17/23,NYK,WAS,Defensive Foul,WAS,Challenge,,Won,3,4:25,https://videos.nba.com/nba/official-replay/media/trigger16_nykwas_1_111723_approved_1280x720.mp4
11/17/23,DET,CLE,Defensive Foul,CLE,Challenge,,Won,3,1:38,https://videos.nba.com/nba/official-replay/media/trigger16_detcle_1_111723_approved_1280x720.mp4
11/17/23,NYK,WAS,Offensive Foul,WAS,Challenge,,Lost,4,2:19,https://videos.nba.com/nba/official-replay/media/trigger16_nykwas_2_111723_approved_1280x720.mp4
11/17/23,SAC,SAS,Defensive Foul,SAS,Challenge,,Lost,4,8:23,https://videos.nba.com/nba/official-replay/media/trigger16_sacsas_2_111723_approved_1280x720.mp4
11/17/23,DEN,NOP,Defensive Foul,DEN,Challenge,,Lost,4,3:39,https://videos.nba.com/nba/official-replay/media/trigger16_dennop_1_111723_approved_1280x720.mp4
11/17/23,HOU,LAC,Defensive Foul,LAC,Challenge,,Won,4,4:16,https://videos.nba.com/nba/official-replay/media/trigger16_houlac_1_111723_approved_1280x720.mp4
11/17/23,HOU,LAC,Away Team Possession,LAC,Challenge,,Won,2,9:15,https://videos.nba.com/nba/official-replay/media/trigger17_houlac_2_111723_approved_1280x720.mp4
11/17/23,LAL,POR,Defensive Foul,LAL,Challenge,,Lost,3,2:43,https://videos.nba.com/nba/official-replay/media/trigger16_lalpor_1_111723_approved_1280x720.mp4
11/17/23,PHX,UTA,Defensive Foul,UTA,Challenge,,Lost,2,0:00,https://videos.nba.com/nba/official-replay/media/trigger16_phxuta_1_111723_approved_1280x720.mp4
11/18/23,NYK,CHA,Offensive Foul,CHA,Challenge,,Lost,4,3:43,https://videos.nba.com/nba/official-replay/media/trigger16_nykcha_1_111823_approved_1280x720.mp4
11/18/23,MIA,CHI,Offensive Foul,CHI,Challenge,,Lost,1,5:48,https://videos.nba.com/nba/official-replay/media/trigger16_miachi_1_111823_approved_1280x720.mp4
11/18/23,OKC,GSW,Defensive Foul,GSW,Challenge,,Lost,4,1:26,https://videos.nba.com/nba/official-replay/media/trigger16_okcgsw_2_111823_approved_1280x720.mp4
11/19/23,ORL,IND,Defensive Foul,IND,Challenge,,Lost,3,10:35,https://videos.nba.com/nba/official-replay/media/trigger16_orlind_1_111923_approved_1280x720.mp4
11/19/23,SAC,DAL,Defensive Foul,SAC,Challenge,,Won,2,11:45,https://videos.nba.com/nba/official-replay/media/trigger16_sacdal_1_111923_approved_1280x720.mp4
11/19/23,BOS,MEM,Home Team Possession,BOS,Challenge,,Lost,1,8:08,https://videos.nba.com/nba/official-replay/media/trigger17_bosmem_1_111923_approved_1280x720.mp4
11/19/23,BOS,MEM,Defensive Foul,MEM,Challenge,,Won,2,2:50,https://videos.nba.com/nba/official-replay/media/trigger16_bosmem_1_111923_approved_1280x720.mp4
11/19/23,OKC,POR,Home Team Possession,OKC,Challenge,,Won,1,4:21,https://videos.nba.com/nba/official-replay/media/trigger17_okcpor_1_111923_approved_1280x720.mp4
11/19/23,PHX,UTA,Home Team Possession,PHX,Challenge,,Won,3,3:58,https://videos.nba.com/nba/official-replay/media/trigger17_phxuta_1_111923_approved_1280x720.mp4
11/19/23,PHX,UTA,Away Team Possession,UTA,Challenge,,Won,4,00:45.3,https://videos.nba.com/nba/official-replay/media/trigger17_phxuta_2_111923_approved_1280x720.mp4
11/19/23,HOU,LAL,Offensive Foul,LAL,Challenge,,Lost,2,3:17,https://videos.nba.com/nba/official-replay/media/trigger16_houlal_1_111923_approved_1280x720.mp4
11/19/23,PHX,UTA,Defensive Foul,PHX,Challenge,,Won,6,00:00.0,https://videos.nba.com/nba/official-replay/media/trigger16_phxuta_1_111923_approved_1280x720.mp4
11/20/23,NYK,MIN,Offensive Foul,MIN,Challenge,,Lost,1,3:07,https://videos.nba.com/nba/official-replay/media/trigger16_nykmin_1_112023_approved_1280x720.mp4
11/20/23,BOS,CHA,Defensive Foul,CHA,Challenge,,Won,4,5:27,https://videos.nba.com/nba/official-replay/media/trigger16_boscha_1_112023_approved_1280x720.mp4
11/20/23,DEN,DET,Away Team Possession,DET,Challenge,,Lost,4,5:42,https://videos.nba.com/nba/official-replay/media/trigger17_dendet_1_112023_approved_1280x720.mp4
11/20/23,NYK,MIN,Defensive Foul,NYK,Challenge,,Won,3,5:43,https://videos.nba.com/nba/official-replay/media/trigger16_nykmin_2_112023_approved_1280x720.mp4
11/21/23,IND,ATL,Defensive Foul,ATL,Challenge,,Won,4,11:05,https://videos.nba.com/nba/official-replay/media/trigger16_indatl_1_112123_approved_1280x720.mp4
11/21/23,CLE,PHI,Offensive Foul,PHI,Challenge,,Lost,4,5:30,https://videos.nba.com/nba/official-replay/media/trigger16_clephi_1_112123_approved_1280x720.mp4
11/21/23,IND,ATL,Offensive Foul,ATL,Challenge,,Lost,4,00:34.6,https://videos.nba.com/nba/official-replay/media/trigger16_indatl_2_112123_approved_1280x720.mp4
11/21/23,CLE,PHI,Defensive Foul,CLE,Challenge,,Lost,4,2:07,https://videos.nba.com/nba/official-replay/media/trigger16_clephi_2_112123_approved_1280x720.mp4
11/22/23,DEN,ORL,Defensive Foul,ORL,Challenge,,Won,2,00:59.5,https://videos.nba.com/nba/official-replay/media/trigger16_denorl_1_112223_approved_1280x720.mp4
11/22/23,WAS,CHA,Defensive Foul,CHA,Challenge,,Won,3,00:57.4,https://videos.nba.com/nba/official-replay/media/trigger16_wascha_1_112223_approved_1280x720.mp4
11/22/23,PHI,MIN,Defensive Foul,PHI,Challenge,,Won,2,7:55,https://videos.nba.com/nba/official-replay/media/trigger16_phimin_1_112223_approved_1280x720.mp4
11/22/23,SAC,NOP,Defensive Foul,SAC,Challenge,,Lost,2,1:26,https://videos.nba.com/nba/official-replay/media/trigger16_sacnop_1_112223_approved_1280x720.mp4
11/22/23,MIA,CLE,Defensive Foul,MIA,Challenge,,Won,3,3:23,https://videos.nba.com/nba/official-replay/media/trigger16_miacle_1_112223_approved_1280x720.mp4
11/22/23,MIA,CLE,Defensive Foul,CLE,Challenge,,Won,3,00:00.2,https://videos.nba.com/nba/official-replay/media/trigger16_miacle_2_112223_approved_1280x720.mp4
11/22/23,SAC,NOP,Defensive Foul,NOP,Challenge,,Lost,3,5:27,https://videos.nba.com/nba/official-replay/media/trigger16_sacnop_2_112223_approved_1280x720.mp4
11/22/23,LAC,SAS,Away Team Possession,SAS,Challenge,,Lost,2,3:07,https://videos.nba.com/nba/official-replay/media/trigger17_lacsas_1_112223_approved_1280x720.mp4
11/22/23,MIL,BOS,Defensive Foul,MIL,Challenge,,Won,3,4:54,https://videos.nba.com/nba/official-replay/media/trigger16_milbos_1_112223_approved_1280x720.mp4
11/22/23,TOR,IND,Defensive Foul,TOR,Challenge,,Lost,4,00:12.4,https://videos.nba.com/nba/official-replay/media/trigger16_torind_1_112223_approved_1280x720.mp4
11/22/23,CHI,OKC,Defensive Foul,OKC,Challenge,,Won,4,5:14,https://videos.nba.com/nba/official-replay/media/trigger16_chiokc_1_112223_approved_1280x720.mp4
11/22/23,MEM,HOU,Defensive Foul,HOU,Challenge,,Lost,4,8:49,https://videos.nba.com/nba/official-replay/media/trigger16_memhou_1_112223_approved_1280x720.mp4
11/22/23,GSW,PHX,Offensive Foul,GSW,Challenge,,Lost,2,3:11,https://videos.nba.com/nba/official-replay/media/trigger16_gswphx_1_112223_approved_1280x720.mp4
11/22/23,UTA,POR,Defensive Foul,POR,Challenge,,Won,3,00:52.0,https://videos.nba.com/nba/official-replay/media/trigger16_utapor_1_112223_approved_1280x720.mp4
11/22/23,DAL,LAL,Defensive Foul,LAL,Challenge,,Won,4,2:04,https://videos.nba.com/nba/official-replay/media/trigger16_dallal_1_112223_approved_1280x720.mp4
11/22/23,GSW,PHX,Defensive Foul,PHX,Challenge,,Lost,4,00:41.7,https://videos.nba.com/nba/official-replay/media/trigger16_gswphx_2_112223_approved_1280x720.mp4
11/24/23,CHI,TOR,Defensive Foul,TOR,Challenge,,Lost,2,00:01.4,https://videos.nba.com/nba/official-replay/media/trigger16_chitor_1_112423_approved_1280x720.mp4
11/24/23,SAC,MIN,Away Team Possession,MIN,Challenge,,Lost,2,6:02,https://videos.nba.com/nba/official-replay/media/trigger17_sacmin_1_112423_approved_1280x720.mp4
11/24/23,MIA,NYK,Defensive Foul,NYK,Challenge,,Lost,3,3:40,https://videos.nba.com/nba/official-replay/media/trigger16_mianyk_1_112423_approved_1280x720.mp4
11/24/23,SAC,MIN,Defensive Foul,SAC,Challenge,,Won,3,6:20,https://videos.nba.com/nba/official-replay/media/trigger16_sacmin_1_112423_approved_1280x720.mp4
11/24/23,DEN,HOU,Defensive Foul,HOU,Challenge,,Won,4,6:43,https://videos.nba.com/nba/official-replay/media/trigger16_denhou_1_112423_approved_1280x720.mp4
11/24/23,WAS,MIL,Offensive Foul,WAS,Challenge,,Lost,4,4:16,https://videos.nba.com/nba/official-replay/media/trigger16_wasmil_1_112423_approved_1280x720.mp4
11/24/23,NOP,LAC,Defensive Foul,LAC,Challenge,,Won,2,00:37.6,https://videos.nba.com/nba/official-replay/media/trigger16_noplac_1_112423_approved_1280x720.mp4
11/24/23,SAS,GSW,Defensive Foul,GSW,Challenge,,Won,3,3:22,https://videos.nba.com/nba/official-replay/media/trigger16_sasgsw_1_112423_approved_1280x720.mp4
11/24/23,NOP,LAC,Defensive Foul,LAC,Challenge,,Lost,3,1:16,https://videos.nba.com/nba/official-replay/media/trigger16_noplac_2_112423_approved_1280x720.mp4
11/24/23,SAS,GSW,Offensive Foul,SAS,Challenge,,Won,4,4:30,https://videos.nba.com/nba/official-replay/media/trigger16_sasgsw_2_112423_approved_1280x720.mp4
11/25/23,PHI,OKC,Defensive Foul,OKC,Challenge,,Lost,2,10:03,https://videos.nba.com/nba/official-replay/media/trigger16_phiokc_1_112523_approved_1280x720.mp4
11/25/23,PHI,OKC,Offensive Foul,PHI,Challenge,,Won,2,00:07.3,https://videos.nba.com/nba/official-replay/media/trigger16_phiokc_2_112523_approved_1280x720.mp4
11/25/23,MIA,BKN,Offensive Foul,BKN,Challenge,,Won,2,9:06,https://videos.nba.com/nba/official-replay/media/trigger16_miabkn_1_112523_approved_1280x720.mp4
11/25/23,PHI,OKC,Defensive Foul,PHI,Challenge,,Won,4,1:12,https://videos.nba.com/nba/official-replay/media/trigger16_phiokc_3_112523_approved_1280x720.mp4
11/25/23,MIA,BKN,Defensive Foul,MIA,Challenge,,Lost,3,1:05,https://videos.nba.com/nba/official-replay/media/trigger16_miabkn_2_112523_approved_1280x720.mp4
11/25/23,ATL,WAS,Offensive Foul,ATL,Challenge,,Lost,4,10:50,https://videos.nba.com/nba/official-replay/media/trigger16_atlwas_1_112523_approved_1280x720.mp4
11/25/23,LAL,CLE,Defensive Foul,CLE,Challenge,,Won,4,2:37,https://videos.nba.com/nba/official-replay/media/trigger16_lalcle_1_112523_approved_1280x720.mp4
11/25/23,NOP,UTA,Offensive Foul,UTA,Challenge,,Lost,4,7:12,https://videos.nba.com/nba/official-replay/media/trigger16_noputa_1_112523_approved_1280x720.mp4
11/25/23,NOP,UTA,Home Team Possession,NOP,Challenge,,Won,4,3:34,https://videos.nba.com/nba/official-replay/media/trigger17_noputa_1_112523_approved_1280x720.mp4
11/26/23,POR,MIL,Away Team Possession,MIL,Challenge,,Won,3,5:16,https://videos.nba.com/nba/official-replay/media/trigger17_pormil_1_112623_approved_1280x720.mp4
11/26/23,POR,MIL,Defensive Foul,MIL,Challenge,,Won,4,00:14.6,https://videos.nba.com/nba/official-replay/media/trigger16_pormil_1_112623_approved_1280x720.mp4
11/26/23,PHX,NYK,Defensive Foul,PHX,Challenge,,Won,3,11:04,https://videos.nba.com/nba/official-replay/media/trigger16_phxnyk_1_112623_approved_1280x720.mp4
11/26/23,MIN,MEM,Offensive Foul,MEM,Challenge,,Lost,3,6:41,https://videos.nba.com/nba/official-replay/media/trigger16_minmem_1_112623_approved_1280x720.mp4
11/26/23,ATL,BOS,Home Team Possession,ATL,Challenge,,Won,4,3:35,https://videos.nba.com/nba/official-replay/media/trigger17_atlbos_1_112623_approved_1280x720.mp4
11/26/23,ATL,BOS,Away Team Possession,BOS,Challenge,,Won,4,00:47.4,https://videos.nba.com/nba/official-replay/media/trigger17_atlbos_2_112623_approved_1280x720.mp4
11/26/23,SAS,DEN,Defensive Foul,SAS,Challenge,,Won,2,10:42,https://videos.nba.com/nba/official-replay/media/trigger16_sasden_1_112623_approved_1280x720.mp4
11/26/23,CHI,BKN,Offensive Foul,BKN,Challenge,,Lost,3,8:59,https://videos.nba.com/nba/official-replay/media/trigger16_chibkn_1_112623_approved_1280x720.mp4
11/27/23,WAS,DET,Defensive Foul,WAS,Challenge,,Won,4,3:01,https://videos.nba.com/nba/official-replay/media/trigger16_wasdet_1_112723_approved_1280x720.mp4
